user_id,age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label,total_usage,week_usage_dff,addiction_level_encoded
U01050,19,Female,7.14,2.91,2.36,0.86,8.98,25,158,8.76,High,Yes,Moderate,1,5.27,1.62,2
U01051,22,Female,3.57,2.45,3.82,2.02,5.63,249,22,5.85,Medium,No,None,0,6.27,2.28,0
U01052,24,Other,8.96,2.2,2.79,2.18,5.55,224,145,11.83,Low,No,Moderate,1,4.99,2.869999999999999,2
U01053,19,Other,9.41,2.47,0.48,5.88,7.26,155,120,11.74,High,Yes,Moderate,1,2.95,2.33,2
U01054,23,Female,10.52,0.66,3.72,4.51,5.99,44,118,12.46,High,No,Severe,1,4.38,1.9400000000000013,3
U01055,33,Male,4.25,2.39,0.38,2.45,7.68,245,79,6.0,Low,No,Mild,0,2.77,1.75,1
U01056,25,Male,6.16,4.06,0.33,2.98,4.92,85,20,8.86,Low,Yes,Severe,1,4.39,2.6999999999999993,3
U01057,23,Other,3.02,5.92,0.05,2.3,5.88,224,160,4.93,Low,Yes,Moderate,1,5.97,1.9099999999999997,2
U01058,33,Female,4.64,1.7,1.38,5.3,8.61,173,110,6.57,Medium,Yes,None,0,3.08,1.9300000000000006,0
U01059,18,Male,8.6,5.64,3.55,4.87,5.04,99,89,9.37,High,Yes,Moderate,1,9.19,0.7699999999999996,2
U01060,33,Female,4.74,1.35,2.45,2.36,6.55,188,155,7.32,Medium,Yes,None,0,3.8000000000000003,2.58,0
U01061,25,Other,6.29,1.82,3.27,1.54,6.32,111,30,9.08,Medium,Yes,Mild,0,5.09,2.79,1
U01062,28,Female,11.21,3.6,2.81,3.37,7.91,184,66,12.42,Low,No,Moderate,1,6.41,1.209999999999999,2
U01063,31,Other,6.64,2.57,1.96,3.2,5.95,143,171,8.11,Medium,No,Mild,0,4.529999999999999,1.4699999999999998,1
U01064,19,Female,4.69,0.99,3.57,4.61,7.07,64,179,5.97,Low,Yes,None,0,4.56,1.2799999999999994,0
U01065,30,Male,4.69,5.8,0.21,5.04,8.43,209,145,6.5,Low,No,Moderate,1,6.01,1.8099999999999996,2
U01066,21,Female,7.12,1.52,0.89,2.26,7.71,146,67,9.05,High,Yes,Mild,0,2.41,1.9300000000000006,1
U01067,24,Female,11.1,1.14,1.16,5.47,7.47,232,99,14.06,Medium,Yes,Severe,1,2.3,2.960000000000001,3
U01068,19,Other,4.4,3.79,2.49,1.92,8.65,194,161,6.68,High,No,None,0,6.28,2.2799999999999994,0
U01069,26,Other,6.68,0.56,3.29,2.57,8.29,68,139,7.81,Low,No,Mild,0,3.85,1.13,1
U01070,32,Other,4.16,4.29,0.28,1.13,5.22,222,140,4.83,High,No,Moderate,1,4.57,0.6699999999999999,2
U01071,26,Male,11.6,4.43,2.78,2.07,5.79,239,160,12.75,Low,No,Moderate,1,7.209999999999999,1.1500000000000004,2
U01072,35,Other,10.62,1.6,2.07,0.7,6.65,48,73,11.22,Medium,Yes,Moderate,1,3.67,0.6000000000000014,2
U01073,20,Male,5.18,3.88,1.75,1.29,7.19,30,143,7.6,Low,Yes,Mild,0,5.63,2.42,1
U01074,18,Other,11.54,2.38,3.8,5.57,6.08,71,179,12.18,Medium,Yes,Severe,1,6.18,0.6400000000000006,3
U01075,20,Male,5.03,3.95,1.34,4.47,4.61,132,32,7.64,High,No,None,0,5.29,2.6099999999999994,0
U01076,35,Male,11.68,0.81,2.74,2.75,6.9,178,58,13.99,Medium,No,Moderate,1,3.5500000000000003,2.3100000000000005,2
U01077,21,Male,9.16,0.53,0.01,0.82,6.24,165,45,11.8,High,Yes,Moderate,1,0.54,2.6400000000000006,2
U01078,33,Other,11.43,4.05,1.13,3.89,6.52,211,75,13.64,High,No,Severe,1,5.18,2.210000000000001,3
U01079,32,Female,7.31,5.44,1.82,5.34,5.51,93,178,9.64,Medium,No,Moderate,1,7.260000000000001,2.330000000000001,2
U01080,18,Female,6.89,2.15,0.17,2.76,8.46,238,73,9.86,Low,No,Mild,0,2.32,2.9699999999999998,1
U01081,31,Male,10.95,3.03,1.81,5.74,6.59,106,98,13.11,Low,Yes,Moderate,1,4.84,2.16,2
U01082,24,Male,8.12,5.71,2.92,4.81,6.14,138,155,10.78,Medium,No,Severe,1,8.629999999999999,2.66,3
U01083,30,Other,4.27,1.1,2.61,2.15,8.25,218,174,5.8,Low,Yes,Mild,0,3.71,1.5300000000000002,1
U01084,23,Other,8.94,5.65,1.73,5.69,4.61,72,113,10.86,Low,No,Moderate,1,7.380000000000001,1.92,2
U01085,30,Other,8.18,4.9,0.6,2.24,5.61,209,48,10.59,Medium,No,Moderate,1,5.5,2.41,2
U01086,21,Male,10.08,0.97,0.03,5.24,4.74,238,38,11.36,Medium,Yes,Moderate,1,1.0,1.2799999999999994,2
U01087,27,Other,10.57,2.5,3.64,3.71,8.23,141,101,12.83,Medium,No,Moderate,1,6.140000000000001,2.26,2
U01088,23,Male,11.11,1.34,1.66,3.43,7.28,60,158,12.99,Medium,No,Moderate,1,3.0,1.8800000000000008,2
U01089,22,Other,11.18,1.03,0.16,5.34,6.63,142,58,13.6,High,No,Severe,1,1.19,2.42,3
U01090,23,Other,7.03,0.61,1.97,4.19,6.05,106,36,9.75,Low,Yes,Mild,0,2.58,2.7199999999999998,1
U01091,27,Other,9.1,5.54,0.44,5.64,8.82,70,177,10.4,High,Yes,Severe,1,5.98,1.3000000000000007,3
U01092,33,Female,3.14,5.4,1.67,1.43,8.33,69,146,4.34,High,Yes,Severe,1,7.07,1.1999999999999997,3
U01093,23,Female,3.47,1.81,1.23,2.97,6.45,30,84,5.84,High,No,None,0,3.04,2.3699999999999997,0
U01094,35,Male,3.28,5.3,3.71,0.56,7.08,97,112,4.28,Medium,No,Severe,1,9.01,1.0000000000000004,3
U01095,26,Female,9.27,2.35,3.21,5.19,8.03,124,102,10.1,Medium,No,Moderate,1,5.5600000000000005,0.8300000000000001,2
U01096,27,Male,5.4,5.52,3.68,0.97,7.5,101,145,8.14,Low,Yes,Moderate,1,9.2,2.74,2
U01097,20,Male,4.59,0.86,2.29,1.8,4.89,39,17,6.9,High,No,None,0,3.15,2.3100000000000005,0
U01098,32,Other,8.68,2.32,2.66,3.87,4.75,55,66,11.48,Low,Yes,Moderate,1,4.98,2.8000000000000007,2
U01099,20,Other,3.03,4.85,0.93,0.77,4.86,102,175,4.85,Medium,Yes,Severe,1,5.779999999999999,1.8199999999999998,3
U01100,23,Other,7.22,4.52,2.37,5.23,6.49,149,16,7.92,Low,No,Moderate,1,6.89,0.7000000000000002,2
U01101,24,Other,9.3,4.37,0.3,1.53,5.95,78,56,10.79,High,No,Severe,1,4.67,1.4899999999999984,3
U01102,27,Male,4.96,1.88,1.38,1.82,4.53,247,79,6.16,Low,Yes,None,0,3.26,1.2000000000000002,0
U01103,33,Other,6.1,4.53,2.48,5.0,4.86,215,129,6.63,High,Yes,Severe,1,7.01,0.5300000000000002,3
U01104,29,Female,9.28,3.83,3.84,3.63,7.77,101,130,10.68,Medium,No,Severe,1,7.67,1.4000000000000004,3
U01105,33,Female,5.82,6.0,0.76,3.73,4.69,110,119,7.48,Medium,No,Severe,1,6.76,1.6600000000000001,3
U01106,32,Female,7.07,1.28,3.0,2.81,4.61,55,96,8.52,High,Yes,Moderate,1,4.28,1.4499999999999993,2
U01107,18,Female,6.91,5.0,3.62,1.33,8.76,75,39,7.45,Medium,Yes,Severe,1,8.620000000000001,0.54,3
U01108,24,Female,3.2,2.66,1.21,5.75,6.97,78,63,4.92,High,No,Mild,0,3.87,1.7199999999999998,1
U01109,23,Male,7.39,4.16,1.41,1.08,8.79,200,137,9.41,Low,Yes,Severe,1,5.57,2.0200000000000005,3
U01110,31,Female,7.41,5.76,2.53,2.36,5.9,178,124,9.44,High,Yes,Severe,1,8.29,2.0299999999999994,3
U01111,29,Female,10.26,5.25,1.48,5.84,4.78,134,109,11.8,Low,No,Moderate,1,6.73,1.540000000000001,2
U01112,33,Male,10.08,3.55,2.31,2.32,5.37,52,97,12.53,High,Yes,Moderate,1,5.859999999999999,2.4499999999999993,2
U01113,33,Other,8.07,5.4,1.25,5.34,6.23,57,174,9.37,High,No,Severe,1,6.65,1.299999999999999,3
U01114,26,Female,3.6,2.64,0.77,4.73,7.7,113,30,5.28,Low,Yes,Mild,0,3.41,1.6800000000000002,1
U01115,33,Female,8.06,4.81,3.83,3.17,5.91,246,152,9.06,High,Yes,Moderate,1,8.64,1.0,2
U01116,19,Male,9.62,1.57,3.2,2.05,8.06,128,17,10.87,Low,Yes,Severe,1,4.7700000000000005,1.25,3
U01117,18,Female,8.86,4.69,0.31,3.06,8.59,57,129,10.92,High,Yes,Severe,1,5.0,2.0600000000000005,3
U01118,21,Female,11.43,3.01,0.79,3.84,5.78,170,47,12.74,Low,Yes,Moderate,1,3.8,1.3100000000000005,2
U01119,35,Other,7.29,1.28,3.33,2.56,4.61,131,180,8.6,Low,No,Mild,0,4.61,1.3099999999999996,1
U01120,27,Male,5.92,4.66,0.16,3.31,7.75,202,48,7.66,Low,Yes,Moderate,1,4.82,1.7400000000000002,2
U01121,34,Other,4.47,4.43,0.37,2.48,6.11,40,120,5.83,Low,No,Severe,1,4.8,1.3600000000000003,3
U01122,19,Male,7.72,4.03,1.58,1.35,8.2,228,68,9.34,Low,No,Moderate,1,5.61,1.62,2
U01123,19,Other,8.8,3.57,0.21,5.14,5.51,30,25,9.85,Low,Yes,Moderate,1,3.78,1.049999999999999,2
U01124,28,Male,5.91,4.66,2.68,0.61,7.94,146,21,8.08,High,No,Moderate,1,7.34,2.17,2
U01125,24,Male,8.31,1.65,2.33,0.54,7.66,168,109,10.08,Low,No,Moderate,1,3.98,1.7699999999999996,2
U01126,35,Male,3.07,3.95,2.49,1.96,6.18,119,55,5.66,High,No,Mild,0,6.44,2.5900000000000003,1
U01127,28,Male,11.08,2.66,2.6,2.98,6.5,186,146,13.51,Low,Yes,Moderate,1,5.26,2.4299999999999997,2
U01128,30,Female,10.24,4.59,3.5,1.6,7.07,211,91,12.82,High,Yes,Severe,1,8.09,2.58,3
U01129,32,Male,3.49,3.94,2.27,5.36,5.64,150,21,4.76,Low,Yes,Mild,0,6.21,1.2699999999999996,1
U01130,33,Male,11.52,2.64,1.31,5.91,7.21,62,140,13.22,High,No,Moderate,1,3.95,1.700000000000001,2
U01131,21,Male,10.96,5.19,2.48,5.21,8.76,20,92,12.57,High,Yes,Moderate,1,7.67,1.6099999999999994,2
U01132,29,Male,4.94,1.55,1.69,5.32,4.84,126,20,6.18,Low,Yes,Mild,0,3.24,1.2399999999999993,1
U01133,26,Male,7.11,5.63,3.93,5.53,5.04,182,22,9.81,Medium,Yes,Moderate,1,9.56,2.7,2
U01134,20,Male,9.52,3.0,3.55,4.32,5.73,25,159,11.22,High,Yes,Moderate,1,6.55,1.700000000000001,2
U01135,30,Other,9.1,0.66,1.99,5.07,6.36,23,162,11.84,High,Yes,Severe,1,2.65,2.74,3
U01136,27,Other,9.47,1.61,1.07,4.19,8.83,68,75,11.69,Low,Yes,Severe,1,2.68,2.219999999999999,3
U01137,33,Other,10.13,4.44,2.97,2.08,4.9,114,131,12.68,High,Yes,Severe,1,7.41,2.549999999999999,3
U01138,29,Other,9.54,3.47,1.28,4.02,6.33,168,117,10.97,Medium,No,Moderate,1,4.75,1.4300000000000015,2
U01139,33,Other,9.08,2.74,3.85,0.98,5.64,55,100,11.89,High,No,Severe,1,6.59,2.8100000000000005,3
U01140,23,Male,11.01,2.39,3.67,5.9,5.15,107,153,13.09,High,Yes,Moderate,1,6.0600000000000005,2.08,2
U01141,30,Other,3.74,2.8,0.45,3.26,4.69,46,162,4.25,High,Yes,None,0,3.25,0.5099999999999998,0
U01142,28,Male,7.4,2.29,3.35,2.55,8.72,153,115,8.45,Medium,No,Mild,0,5.640000000000001,1.049999999999999,1
U01143,32,Female,4.4,4.32,3.01,4.44,8.52,149,42,6.14,Low,No,Moderate,1,7.33,1.7399999999999993,2
U01144,27,Female,10.43,3.48,0.39,4.98,4.61,27,90,11.23,Low,Yes,Moderate,1,3.87,0.8000000000000007,2
U01145,32,Other,11.56,2.82,1.43,2.72,7.64,96,102,13.03,Low,No,Severe,1,4.25,1.4699999999999989,3
U01146,33,Female,8.72,3.76,2.72,5.87,6.75,109,22,9.86,Medium,No,Moderate,1,6.48,1.1399999999999988,2
U01147,29,Male,11.54,4.27,3.98,2.59,8.83,214,37,13.23,High,Yes,Moderate,1,8.25,1.6900000000000013,2
U01148,21,Male,7.09,4.62,0.97,5.91,4.65,99,156,9.53,Medium,Yes,Severe,1,5.59,2.4399999999999995,3
U01149,18,Female,9.15,3.76,2.7,0.66,6.78,37,143,10.1,Medium,No,Moderate,1,6.46,0.9499999999999993,2
U01150,21,Male,9.28,3.2,3.61,2.11,5.23,94,168,10.61,Low,Yes,Moderate,1,6.8100000000000005,1.33,2
U01151,33,Other,7.38,0.53,3.1,4.94,8.57,217,111,7.99,Low,Yes,Moderate,1,3.63,0.6100000000000003,2
U01152,33,Female,5.06,2.95,2.8,5.51,4.96,55,48,7.41,High,Yes,Mild,0,5.75,2.3500000000000005,1
U01153,29,Other,10.15,2.86,2.83,5.44,6.16,159,42,11.7,Low,No,Severe,1,5.6899999999999995,1.549999999999999,3
U01154,31,Male,3.6,0.98,3.51,4.16,6.64,149,77,6.37,Low,Yes,None,0,4.49,2.77,0
U01155,20,Male,8.13,4.16,1.78,5.98,6.18,87,137,8.8,High,Yes,Severe,1,5.94,0.6699999999999999,3
U01156,35,Other,3.36,1.61,1.2,4.61,6.26,115,30,5.14,Low,Yes,Mild,0,2.81,1.7799999999999998,1
U01157,34,Male,3.08,5.34,0.55,5.56,8.37,225,69,4.05,Medium,No,Severe,1,5.89,0.9699999999999998,3
U01158,21,Other,4.55,3.54,2.51,5.22,4.82,190,47,7.19,Low,Yes,Mild,0,6.05,2.6400000000000006,1
U01159,20,Female,8.1,1.86,3.01,5.12,6.13,77,82,9.62,Medium,Yes,Severe,1,4.87,1.5199999999999996,3
U01160,18,Male,4.73,4.5,1.49,2.97,8.26,77,47,6.43,High,No,Moderate,1,5.99,1.6999999999999993,2
U01161,34,Female,5.59,4.75,1.73,0.67,4.8,41,52,8.02,Low,No,Severe,1,6.48,2.4299999999999997,3
U01162,26,Other,7.18,4.94,3.67,2.17,6.91,103,93,9.82,Medium,No,Severe,1,8.61,2.6400000000000006,3
U01163,35,Other,11.31,3.83,2.64,3.66,6.61,43,140,14.25,High,Yes,Severe,1,6.470000000000001,2.9399999999999995,3
U01164,26,Female,11.41,5.31,2.38,1.75,8.67,102,76,13.33,Medium,No,Moderate,1,7.6899999999999995,1.92,2
U01165,34,Other,9.08,2.03,2.39,4.18,5.35,176,50,11.59,High,No,Moderate,1,4.42,2.51,2
U01166,29,Other,9.41,3.54,0.82,3.04,6.84,50,89,11.51,Low,No,Moderate,1,4.36,2.0999999999999996,2
U01167,33,Female,6.37,2.65,2.87,5.63,6.57,107,52,7.51,Low,No,Mild,0,5.52,1.1399999999999997,1
U01168,35,Female,11.85,0.52,0.76,5.64,8.68,136,155,13.81,Medium,No,Moderate,1,1.28,1.9600000000000009,2
U01169,19,Male,11.83,3.95,1.96,1.09,6.47,100,45,12.68,Low,No,Moderate,1,5.91,0.8499999999999996,2
U01170,20,Male,5.5,3.52,1.07,4.81,8.67,195,123,6.51,High,Yes,None,0,4.59,1.0099999999999998,0
U01171,28,Male,11.79,4.46,1.14,1.82,5.49,174,161,14.17,High,No,Moderate,1,5.6,2.380000000000001,2
U01172,18,Female,7.98,2.24,0.88,4.93,8.21,72,153,10.02,Low,Yes,Moderate,1,3.12,2.039999999999999,2
U01173,21,Female,3.86,5.15,0.88,3.03,5.25,64,71,5.06,Low,Yes,Severe,1,6.03,1.1999999999999997,3
U01174,30,Male,7.02,1.78,3.39,2.75,6.5,58,113,9.65,Medium,Yes,Moderate,1,5.17,2.630000000000001,2
U01175,33,Other,6.93,5.31,1.37,0.61,6.78,119,128,8.95,Medium,Yes,Moderate,1,6.68,2.0199999999999996,2
U01176,30,Other,4.52,2.72,0.87,2.44,5.73,203,89,7.27,Medium,No,None,0,3.5900000000000003,2.75,0
U01177,25,Male,8.81,0.86,2.85,0.62,7.07,112,112,9.36,Medium,No,Severe,1,3.71,0.5499999999999989,3
U01178,31,Female,5.29,1.76,1.47,5.98,6.65,63,71,7.92,High,Yes,None,0,3.23,2.63,0
U01179,29,Male,3.43,1.76,2.83,1.37,7.27,161,27,4.56,High,No,Mild,0,4.59,1.1299999999999994,1
U01180,27,Female,4.27,2.9,3.48,1.52,6.34,62,148,4.94,Low,Yes,None,0,6.38,0.6700000000000008,0
U01181,35,Other,7.23,2.83,0.67,0.59,8.83,174,34,7.9,Low,No,Mild,0,3.5,0.6699999999999999,1
U01182,21,Other,10.01,3.54,1.48,1.48,6.9,67,77,12.48,Medium,Yes,Severe,1,5.02,2.4700000000000006,3
U01183,18,Female,7.51,5.42,1.58,1.42,6.61,236,48,8.61,High,No,Severe,1,7.0,1.0999999999999996,3
U01184,25,Female,7.09,4.41,2.85,1.39,7.23,30,32,10.05,Low,Yes,Severe,1,7.26,2.960000000000001,3
U01185,34,Female,10.19,4.23,1.58,3.48,6.32,154,134,13.1,High,No,Severe,1,5.8100000000000005,2.91,3
U01186,34,Female,11.43,1.42,3.43,1.19,4.66,38,168,14.42,Medium,Yes,Severe,1,4.85,2.99,3
U01187,30,Female,5.7,0.63,1.95,4.63,5.47,218,178,8.08,Medium,Yes,Mild,0,2.58,2.38,1
U01188,25,Female,4.28,5.45,3.61,1.89,6.3,202,134,5.71,Low,No,Moderate,1,9.06,1.4299999999999997,2
U01189,19,Other,5.21,1.3,2.56,1.06,6.18,109,134,7.98,High,No,None,0,3.8600000000000003,2.7700000000000005,0
U01190,27,Male,6.19,3.32,1.91,5.64,8.41,142,32,7.57,Low,No,Mild,0,5.2299999999999995,1.38,1
U01191,21,Female,4.31,4.41,1.08,0.64,5.48,153,110,4.87,Medium,No,Severe,1,5.49,0.5600000000000005,3
U01192,28,Female,5.56,0.78,2.07,1.18,6.47,144,125,7.97,Low,Yes,None,0,2.8499999999999996,2.41,0
U01193,28,Male,8.95,2.92,2.89,1.97,5.14,70,38,10.99,Medium,No,Moderate,1,5.8100000000000005,2.040000000000001,2
U01194,19,Male,5.73,5.74,0.78,3.63,6.38,231,53,7.3,High,No,Moderate,1,6.5200000000000005,1.5699999999999994,2
U01195,20,Other,4.47,0.71,2.91,4.83,5.49,62,141,5.26,High,No,Mild,0,3.62,0.79,1
U01196,29,Other,10.66,5.76,1.03,3.57,8.5,228,99,12.74,Medium,Yes,Severe,1,6.79,2.08,3
U01197,25,Male,5.04,0.62,1.93,2.3,6.79,147,118,5.67,High,No,Mild,0,2.55,0.6299999999999999,1
U01198,22,Other,8.0,5.14,0.88,5.76,6.59,59,40,10.24,High,No,Severe,1,6.02,2.24,3
U01199,30,Female,6.77,2.32,0.32,1.39,6.67,189,31,9.21,Low,No,Moderate,1,2.6399999999999997,2.4400000000000013,2
U01200,22,Female,6.73,5.88,1.34,2.54,5.89,144,140,9.55,Medium,Yes,Severe,1,7.22,2.8200000000000003,3
U01201,25,Other,5.58,3.86,0.66,1.38,5.97,116,36,6.33,Low,Yes,None,0,4.52,0.75,0
U01202,31,Female,7.43,1.01,3.88,4.94,7.42,33,15,9.11,Low,Yes,Moderate,1,4.89,1.6799999999999997,2
U01203,29,Male,8.99,0.98,0.66,2.2,4.95,169,36,11.96,High,Yes,Moderate,1,1.6400000000000001,2.9700000000000006,2
U01204,30,Male,10.42,3.2,1.07,2.1,8.27,38,171,11.63,Low,No,Severe,1,4.2700000000000005,1.2100000000000009,3
U01205,34,Female,3.87,3.84,2.76,0.68,8.33,190,56,6.11,Medium,No,Mild,0,6.6,2.24,1
U01206,30,Male,6.76,5.62,3.18,5.16,7.5,73,76,8.41,High,Yes,Moderate,1,8.8,1.6500000000000004,2
U01207,19,Other,8.29,1.15,0.43,2.97,5.17,38,87,10.72,High,No,Moderate,1,1.5799999999999998,2.4300000000000015,2
U01208,33,Female,6.92,1.17,2.58,5.68,6.98,170,92,9.76,Low,No,Mild,0,3.75,2.84,1
U01209,23,Female,6.52,2.4,0.2,5.13,8.12,119,62,9.05,Medium,No,Moderate,1,2.6,2.530000000000001,2
U01210,22,Female,10.34,4.6,2.83,4.12,8.81,212,160,13.01,Low,Yes,Moderate,1,7.43,2.67,2
U01211,31,Female,3.84,5.32,1.34,0.73,5.13,151,169,5.58,Medium,Yes,Moderate,1,6.66,1.7400000000000002,2
U01212,19,Male,9.94,3.97,2.85,4.9,6.18,20,41,11.65,High,Yes,Moderate,1,6.82,1.7100000000000009,2
U01213,28,Other,9.12,5.22,2.98,2.0,6.26,155,166,11.15,High,Yes,Severe,1,8.2,2.030000000000001,3
U01214,19,Female,7.09,4.46,2.19,3.46,7.9,31,87,8.42,Medium,Yes,Severe,1,6.65,1.33,3
U01215,32,Other,11.23,3.85,0.92,2.23,7.16,135,82,12.48,High,Yes,Moderate,1,4.7700000000000005,1.25,2
U01216,26,Other,6.55,0.52,0.92,1.72,8.2,81,116,7.06,Low,Yes,Moderate,1,1.44,0.5099999999999998,2
U01217,35,Other,11.46,0.59,3.47,4.53,7.95,221,93,13.88,High,Yes,Severe,1,4.0600000000000005,2.42,3
U01218,24,Other,7.81,3.54,3.12,5.2,8.67,119,158,10.12,Low,Yes,Mild,0,6.66,2.3099999999999996,1
U01219,31,Male,3.72,4.06,3.79,0.61,5.08,211,81,4.64,Medium,No,Severe,1,7.85,0.9199999999999995,3
U01220,31,Male,4.84,1.4,0.39,5.62,5.89,158,155,6.94,Low,Yes,None,0,1.79,2.1000000000000005,0
U01221,25,Female,3.59,4.74,3.03,1.99,5.31,215,130,4.93,High,No,Moderate,1,7.77,1.3399999999999999,2
U01222,26,Male,10.07,2.46,0.37,1.47,8.13,159,79,12.38,High,Yes,Moderate,1,2.83,2.3100000000000005,2
U01223,22,Male,6.08,3.37,2.76,1.57,8.96,213,176,7.46,Medium,No,Moderate,1,6.13,1.38,2
U01224,34,Other,9.98,2.71,0.67,3.92,6.68,170,32,12.92,High,Yes,Severe,1,3.38,2.9399999999999995,3
U01225,32,Female,6.49,4.03,0.8,0.73,6.54,20,161,7.88,High,No,Severe,1,4.83,1.3899999999999997,3
U01226,18,Male,11.73,5.24,0.34,5.14,7.18,163,44,13.71,Medium,No,Severe,1,5.58,1.9800000000000004,3
U01227,19,Female,10.08,4.01,0.98,3.45,6.42,29,42,10.72,Medium,Yes,Severe,1,4.99,0.6400000000000006,3
U01228,22,Female,5.53,5.17,3.93,5.86,6.14,147,93,7.88,Medium,Yes,Moderate,1,9.1,2.3499999999999996,2
U01229,28,Male,4.66,1.01,0.55,3.39,7.2,45,107,5.44,Medium,No,Mild,0,1.56,0.7800000000000002,1
U01230,23,Male,8.19,3.7,0.32,0.77,5.9,214,155,10.58,Low,No,Severe,1,4.0200000000000005,2.3900000000000006,3
U01231,30,Female,9.77,0.72,3.68,2.81,7.46,88,28,10.61,Low,Yes,Moderate,1,4.4,0.8399999999999999,2
U01232,19,Other,7.22,2.49,2.17,1.95,7.16,163,78,7.93,Low,Yes,Mild,0,4.66,0.71,1
U01233,18,Other,7.23,4.51,0.51,4.56,8.2,194,145,8.33,Medium,Yes,Severe,1,5.02,1.0999999999999996,3
U01234,24,Other,7.43,1.81,1.72,3.87,6.25,231,150,8.66,Low,No,Moderate,1,3.5300000000000002,1.2300000000000004,2
U01235,27,Other,5.42,3.89,3.56,4.39,5.65,174,142,5.92,Low,No,None,0,7.45,0.5,0
U01236,26,Other,9.22,3.67,3.26,3.69,8.85,83,48,11.5,Low,Yes,Moderate,1,6.93,2.2799999999999994,2
U01237,20,Male,9.16,1.23,0.87,5.78,7.09,186,68,11.45,High,Yes,Severe,1,2.1,2.289999999999999,3
U01238,28,Other,4.86,1.29,2.9,4.82,8.41,103,120,6.31,High,No,Mild,0,4.1899999999999995,1.4499999999999993,1
U01239,24,Female,10.72,1.3,1.56,1.53,7.5,189,77,12.44,Medium,No,Moderate,1,2.8600000000000003,1.7199999999999989,2
U01240,18,Female,6.9,1.37,3.13,5.09,7.87,154,89,7.91,Low,No,Mild,0,4.5,1.0099999999999998,1
U01241,26,Other,4.59,4.73,1.89,4.69,4.79,136,104,5.85,Low,No,Moderate,1,6.62,1.2599999999999998,2
U01242,26,Male,10.56,5.8,1.08,3.14,6.47,54,19,13.01,High,No,Severe,1,6.88,2.4499999999999993,3
U01243,35,Male,7.59,5.64,0.44,4.47,6.85,196,40,8.77,High,No,Severe,1,6.08,1.1799999999999997,3
U01244,20,Other,8.1,5.37,0.96,2.06,8.14,213,157,10.74,High,Yes,Severe,1,6.33,2.6400000000000006,3
U01245,18,Other,4.34,0.61,3.07,4.73,6.39,107,15,6.04,Low,Yes,Mild,0,3.6799999999999997,1.7000000000000002,1
U01246,31,Other,5.26,4.93,2.34,3.96,7.51,174,159,7.17,Low,No,Severe,1,7.27,1.9100000000000001,3
U01247,24,Male,11.01,2.29,3.43,2.46,7.92,156,100,12.74,Medium,Yes,Moderate,1,5.720000000000001,1.7300000000000004,2
U01248,22,Male,5.08,5.27,0.82,2.77,8.98,38,41,7.28,High,No,Moderate,1,6.09,2.2,2
U01249,24,Female,4.97,1.03,1.03,5.55,6.34,91,179,6.94,Medium,Yes,None,0,2.06,1.9700000000000006,0
U01250,25,Other,8.51,1.01,1.0,3.79,7.86,214,76,9.12,High,No,Moderate,1,2.01,0.6099999999999994,2
U01251,18,Female,11.34,3.19,3.97,4.88,8.49,45,37,13.1,Low,No,Moderate,1,7.16,1.7599999999999998,2
U01252,29,Male,11.41,4.64,2.23,1.4,7.83,180,161,11.96,Medium,Yes,Moderate,1,6.869999999999999,0.5500000000000007,2
U01253,25,Male,9.64,4.53,0.78,1.65,5.1,137,30,11.79,Low,Yes,Moderate,1,5.3100000000000005,2.1499999999999986,2
U01254,24,Male,6.3,4.66,3.04,5.09,6.44,196,31,8.88,Low,No,Severe,1,7.7,2.580000000000001,3
U01255,23,Female,6.37,3.43,2.74,5.41,4.99,215,55,7.4,Low,No,Mild,0,6.17,1.0300000000000002,1
U01256,25,Male,9.3,1.41,2.85,4.43,8.48,155,166,12.05,High,No,Severe,1,4.26,2.75,3
U01257,35,Male,8.94,1.69,1.8,1.45,8.27,133,86,10.23,High,Yes,Moderate,1,3.49,1.290000000000001,2
U01258,30,Female,5.66,4.75,1.86,1.0,7.12,223,47,8.41,Low,Yes,Severe,1,6.61,2.75,3
U01259,22,Other,3.48,1.49,3.5,4.89,5.58,32,145,6.13,High,Yes,None,0,4.99,2.65,0
U01260,35,Male,3.75,3.39,0.37,1.94,6.97,231,60,4.36,Medium,Yes,None,0,3.7600000000000002,0.6100000000000003,0
U01261,20,Male,7.66,3.94,0.29,4.47,6.96,208,97,9.31,High,No,Moderate,1,4.2299999999999995,1.6500000000000004,2
U01262,19,Other,9.89,4.79,3.1,4.3,8.38,205,22,10.6,Low,Yes,Moderate,1,7.890000000000001,0.7099999999999991,2
U01263,24,Female,7.33,4.93,1.76,5.42,7.41,34,176,9.7,High,Yes,Moderate,1,6.6899999999999995,2.369999999999999,2
U01264,28,Female,6.41,1.13,3.66,4.05,7.89,86,55,7.12,Low,No,Moderate,1,4.79,0.71,2
U01265,34,Female,11.19,0.92,0.7,4.7,6.76,221,25,12.48,Medium,Yes,Severe,1,1.62,1.290000000000001,3
U01266,18,Female,3.4,0.77,2.65,5.37,6.2,182,102,4.12,High,No,None,0,3.42,0.7200000000000002,0
